id,age,income,home,emp_length,intent,amount,rate,status,percent_income,default,cred_length,age_group
26889,30,116500,Mortgage,9,Debtconsolidation,15000,14.79,0,0.13,Y,7,30-34
26890,29,35000,Rent,12,Debtconsolidation,1800,5.42,0,0.05,N,7,25-29
26891,29,117000,Mortgage,14,Venture,7800,8.9,0,0.07,N,8,25-29
26892,33,117000,Mortgage,17,Homeimprovement,20000,6.17,0,0.17,N,6,30-34
26893,31,117000,Mortgage,5,Homeimprovement,3600,6.91,0,0.03,N,5,30-34
26894,33,117000,Mortgage,2,Homeimprovement,18000,10.99,0,0.15,N,8,30-34
26895,34,36129,Rent,3,Debtconsolidation,1800,14.22,0,0.05,Y,9,30-34
26896,30,117500,Mortgage,0,Education,13500,8.49,0,0.11,N,7,30-34
26897,29,117500,Own,1,Venture,20000,6.17,0,0.17,N,9,25-29
26898,30,117500,Mortgage,3,Personal,17500,7.37,0,0.15,N,6,30-34
26899,31,117516,Mortgage,3,Medical,21000,13.49,0,0.18,N,5,30-34
26900,29,117600,Mortgage,13,Debtconsolidation,14400,12.99,0,0.12,Y,6,25-29
26901,33,26400,Own,13,Venture,7000,11.36,0,0.27,N,9,30-34
26902,27,117832,Mortgage,4,Homeimprovement,12500,6.17,0,0.11,N,7,25-29
26903,27,117996,Mortgage,4,Debtconsolidation,16000,7.9,0,0.14,N,10,25-29
26904,31,118000,Mortgage,8,Medical,6000,12.69,0,0.05,N,9,30-34
26905,27,118000,Mortgage,3,Personal,10000,6.17,0,0.08,N,6,25-29
26906,30,118000,Mortgage,0,Personal,5000,13.92,0,0.04,Y,9,30-34
26907,28,47881,Rent,12,Debtconsolidation,15000,10.99,1,0.31,N,7,25-29
26908,29,118374,Mortgage,13,Venture,3500,13.49,0,0.03,Y,6,25-29
26909,29,118400,Mortgage,11,Education,35000,7.9,0,0.3,N,8,25-29
26910,27,118500,Mortgage,4,Debtconsolidation,15000,6.91,0,0.13,N,9,25-29
26911,28,48000,Rent,5,Personal,15000,11.99,1,0.31,N,7,25-29
26912,27,119000,Mortgage,0,Medical,8800,10.99,0,0.07,N,7,25-29
26913,34,26000,Own,7,Homeimprovement,6000,12.42,0,0.23,N,8,30-34
26914,28,119000,Mortgage,2,Medical,5325,10.38,0,0.04,N,7,25-29
26915,30,119000,Mortgage,14,Personal,25000,12.73,0,0.21,Y,8,30-34
26916,29,26000,Own,5,Venture,4500,11.71,0,0.17,N,5,25-29
26917,32,119000,Mortgage,12,Personal,18000,10.99,0,0.15,N,7,30-34
26918,27,119000,Own,5,Education,5000,7.51,0,0.04,N,5,25-29
26919,34,119000,Mortgage,10,Homeimprovement,6000,10.99,0,0.05,N,10,30-34
26920,32,119000,Mortgage,10,Medical,9000,13.47,0,0.08,N,7,30-34
26921,27,107450,Mortgage,11,Personal,24000,20.86,1,0.22,Y,10,25-29
26922,29,119500,Mortgage,6,Homeimprovement,6800,13.16,0,0.06,Y,10,25-29
26923,29,119604,Mortgage,0,Debtconsolidation,5000,9.32,0,0.04,N,5,25-29
26924,30,119700,Mortgage,2,Homeimprovement,9500,8.94,0,0.08,N,10,30-34
26925,33,120000,Mortgage,3,Education,14050,8.9,0,0.12,N,7,30-34
26926,32,120000,Mortgage,3,Debtconsolidation,8000,8.9,0,0.07,N,6,30-34
26927,27,120000,Mortgage,2,Education,17000,6.03,0,0.14,N,5,25-29
26928,34,26000,Own,0,Medical,3000,8.49,0,0.12,N,9,30-34
26929,28,26000,Own,3,Homeimprovement,2500,7.49,0,0.1,N,8,25-29
26930,29,48000,Rent,2,Personal,15000,11.36,1,0.31,N,8,25-29
26931,29,120000,Mortgage,11,Venture,16000,12.42,0,0.13,N,9,25-29
26932,29,120000,Mortgage,2,Education,35000,8.9,0,0.29,N,7,25-29
26933,29,120000,Mortgage,8,Medical,28000,7.9,0,0.23,N,8,25-29
26934,29,120000,Mortgage,3,Education,20000,11.71,0,0.17,N,5,25-29
26935,29,42000,Rent,0,Personal,15000,14.25,1,0.36,N,9,25-29
26936,28,48500,Rent,0,Medical,15000,12.99,1,0.31,Y,7,25-29
26937,28,48500,Rent,4,Personal,15000,12.87,1,0.31,Y,8,25-29
26938,27,120000,Mortgage,11,Education,20000,10.65,0,0.17,N,8,25-29
26939,29,120000,Mortgage,12,Venture,12000,10.65,0,0.1,N,9,25-29
26940,30,48564,Rent,3,Venture,15000,10.75,1,0.31,N,9,30-34
26941,29,120000,Mortgage,2,Personal,7000,10.99,0,0.06,N,8,25-29
26942,27,120000,Mortgage,4,Debtconsolidation,15000,13.49,0,0.13,Y,6,25-29
26943,30,43992,Rent,2,Personal,15000,13.24,1,0.34,N,7,30-34
26944,33,120000,Mortgage,14,Venture,2000,12.69,0,0.02,N,9,30-34
26945,27,50000,Rent,3,Venture,15000,16.77,0,0.3,N,5,25-29
26946,29,120000,Mortgage,1,Venture,5000,9.91,0,0.04,N,7,25-29
26947,29,120000,Mortgage,2,Homeimprovement,6900,10.65,0,0.06,N,6,25-29
26948,27,120000,Mortgage,0,Homeimprovement,10000,6.62,0,0.08,N,10,25-29
26949,31,120000,Mortgage,0,Venture,12000,6.03,0,0.1,N,6,30-34
26950,30,120000,Mortgage,15,Education,11000,6.03,0,0.09,N,5,30-34
26951,34,120000,Mortgage,0,Medical,7100,8.9,0,0.06,N,8,30-34
26952,31,120000,Mortgage,6,Medical,28000,8.9,0,0.23,N,9,30-34
26953,27,120000,Mortgage,0,Personal,7000,7.49,0,0.06,N,9,25-29
26954,35,120000,Mortgage,2,Personal,8000,10.99,0,0.07,N,10,35-39
26955,28,120000,Own,7,Venture,5000,10.65,0,0.04,N,6,25-29
26956,32,120000,Mortgage,7,Personal,28250,16.77,0,0.24,Y,9,30-34
26957,34,120000,Mortgage,2,Education,4200,12.69,0,0.04,N,6,30-34
26958,27,120000,Mortgage,4,Debtconsolidation,20000,7.51,0,0.17,N,6,25-29
26959,29,120000,Mortgage,7,Debtconsolidation,20000,12.42,0,0.17,N,6,25-29
26960,34,25800,Own,18,Education,10000,8.94,0,0.39,N,9,30-34
26961,28,50000,Rent,4,Personal,15000,7.49,0,0.3,N,6,25-29
26962,27,120000,Own,11,Medical,4800,10.99,0,0.04,N,10,25-29
26963,34,120000,Own,4,Venture,7800,10.99,0,0.07,N,9,30-34
26964,30,120000,Mortgage,3,Personal,6000,10.99,0,0.05,N,7,30-34
26965,30,120000,Mortgage,12,Debtconsolidation,7200,9.99,0,0.06,N,9,30-34
26966,28,120000,Mortgage,3,Medical,14500,5.42,0,0.12,N,8,25-29
26967,27,120000,Mortgage,3,Personal,14000,11.99,0,0.12,N,10,25-29
26968,32,108000,Mortgage,13,Debtconsolidation,8400,15.99,1,0.08,N,7,30-34
26969,30,44000,Rent,4,Debtconsolidation,15000,6.54,1,0.34,N,5,30-34
26970,29,120000,Own,10,Personal,18000,11.49,0,0.15,N,10,25-29
26971,30,120000,Mortgage,13,Education,15000,10.99,0,0.13,N,8,30-34
26972,28,91800,Mortgage,6,Medical,10000,16.89,1,0.09,Y,8,25-29
26973,31,120000,Mortgage,15,Personal,7500,10.99,0,0.06,N,9,30-34
26974,27,120000,Mortgage,11,Personal,8000,5.99,0,0.07,N,6,25-29
26975,30,120000,Mortgage,8,Homeimprovement,3000,11.49,0,0.03,N,8,30-34
26976,30,108000,Mortgage,0,Debtconsolidation,4925,10.99,1,0.05,N,9,30-34
26977,31,120000,Mortgage,8,Education,20000,7.49,0,0.17,N,6,30-34
26978,28,120000,Mortgage,4,Personal,8000,15.62,0,0.07,N,7,25-29
26979,30,120000,Mortgage,3,Homeimprovement,15000,10.99,0,0.13,N,6,30-34
26980,31,108000,Mortgage,11,Debtconsolidation,35000,13.49,1,0.32,N,10,30-34
26981,27,50000,Rent,1,Venture,15000,13.16,0,0.3,N,9,25-29
26982,34,50000,Rent,0,Homeimprovement,15000,12.72,0,0.3,Y,9,30-34
26983,35,120000,Mortgage,4,Medical,8850,10.99,0,0.07,N,7,35-39
26984,33,120000,Mortgage,6,Medical,4500,5.99,0,0.04,N,5,30-34
26985,28,50000,Rent,1,Education,15000,10.28,0,0.3,N,5,25-29
26986,32,120000,Mortgage,0,Homeimprovement,6600,7.49,0,0.06,N,7,30-34
26987,27,120000,Mortgage,10,Debtconsolidation,7000,5.99,0,0.06,N,5,25-29
26988,29,120000,Own,4,Venture,7000,8.49,0,0.06,N,7,25-29
26989,28,120000,Mortgage,11,Education,14400,10.74,0,0.12,N,10,25-29
26990,30,120000,Own,14,Venture,10000,13.06,0,0.08,Y,8,30-34
26991,33,120000,Mortgage,4,Personal,6000,6.92,0,0.05,N,8,30-34
26992,29,120000,Own,5,Medical,8000,11.11,0,0.07,N,10,25-29
26993,33,120000,Mortgage,3,Medical,14000,7.29,0,0.12,N,8,30-34
26994,29,120000,Mortgage,8,Debtconsolidation,5000,5.42,0,0.04,N,9,25-29
26995,30,120000,Mortgage,6,Medical,9600,7.66,0,0.08,N,9,30-34
26996,28,120000,Mortgage,11,Homeimprovement,5000,13.06,0,0.04,N,5,25-29
26997,28,120000,Mortgage,12,Education,10000,5.42,0,0.08,N,6,25-29
26998,32,50880,Rent,6,Personal,15000,20.25,0,0.29,Y,5,30-34
26999,34,120000,Mortgage,10,Education,20000,10.37,0,0.17,N,10,30-34
27000,27,120000,Mortgage,11,Homeimprovement,18000,10.74,0,0.15,N,6,25-29
27001,30,120000,Mortgage,9,Debtconsolidation,18400,9.63,0,0.15,N,9,30-34
27002,29,25000,Own,8,Medical,6500,13.49,0,0.26,N,9,25-29
27003,29,25000,Own,5,Medical,10000,13.49,0,0.4,Y,5,25-29
27004,28,91800,Mortgage,4,Medical,20000,15.28,1,0.19,N,6,25-29
27005,30,120000,Mortgage,12,Education,6000,5.42,0,0.05,N,9,30-34
27006,30,120000,Mortgage,3,Education,8000,10.37,0,0.07,N,9,30-34
27007,33,120000,Mortgage,17,Personal,15000,5.79,0,0.13,N,9,30-34
27008,27,51395,Rent,11,Venture,15000,10.99,0,0.29,N,6,25-29
27009,29,120000,Own,11,Debtconsolidation,5000,14.09,0,0.04,Y,6,25-29
27010,27,120000,Mortgage,11,Personal,8000,12.61,0,0.07,N,9,25-29
27011,34,120000,Mortgage,4,Medical,16800,6.91,0,0.14,N,6,30-34
27012,30,120000,Mortgage,1,Education,4800,10.36,0,0.04,N,8,30-34
27013,29,120000,Mortgage,13,Venture,10000,6.17,0,0.08,N,8,25-29
27014,32,120000,Mortgage,13,Education,2000,10.99,0,0.02,N,5,30-34
27015,28,120000,Mortgage,5,Medical,22000,13.72,0,0.18,Y,6,25-29
27016,34,108000,Mortgage,4,Debtconsolidation,25000,20.03,1,0.23,N,8,30-34
27017,27,120000,Mortgage,2,Education,7000,7.14,0,0.06,N,10,25-29
27018,33,120000,Own,1,Education,6000,7.14,0,0.05,N,10,30-34
27019,31,120000,Mortgage,6,Personal,25000,16.32,0,0.21,Y,7,30-34
27020,30,120000,Mortgage,6,Education,14000,7.88,0,0.12,N,6,30-34
27021,32,120000,Mortgage,16,Homeimprovement,5600,10.75,0,0.05,N,10,30-34
27022,28,120000,Own,1,Personal,3600,14.84,0,0.03,N,9,25-29
27023,32,52800,Rent,3,Personal,15000,16.29,0,0.28,N,6,30-34
27024,32,120000,Mortgage,9,Venture,8000,7.51,0,0.07,N,7,30-34
27025,28,120000,Mortgage,0,Personal,20000,10.99,0,0.17,N,5,25-29
27026,29,120000,Mortgage,1,Venture,23000,11.49,0,0.19,N,5,25-29
27027,33,24000,Rent,3,Education,1600,8.88,0,0.07,N,6,30-34
27028,28,24000,Rent,0,Medical,1600,15.05,1,0.07,N,5,25-29
27029,27,120000,Mortgage,4,Venture,8400,7.14,0,0.07,N,8,25-29
27030,30,120000,Mortgage,5,Debtconsolidation,5000,10.38,0,0.04,N,9,30-34
27031,27,120000,Mortgage,5,Homeimprovement,25000,15.95,0,0.21,N,9,25-29
27032,33,25200,Rent,3,Medical,1600,16.69,1,0.06,N,6,30-34
27033,32,120000,Mortgage,16,Venture,25000,10.99,0,0.21,N,6,30-34
27034,29,120000,Mortgage,7,Venture,12000,13.48,0,0.1,N,7,25-29
27035,27,120000,Mortgage,11,Personal,7000,6.76,0,0.06,N,5,25-29
27036,29,120000,Mortgage,5,Medical,9000,10.25,0,0.07,N,10,25-29
27037,31,120000,Mortgage,9,Medical,10000,7.51,0,0.08,N,7,30-34
27038,27,91800,Mortgage,4,Medical,25000,16.07,1,0.23,N,9,25-29
27039,29,120000,Mortgage,10,Personal,4700,7.14,0,0.04,N,6,25-29
27040,27,108000,Mortgage,11,Debtconsolidation,25000,14.96,1,0.23,Y,9,25-29
27041,33,30000,Rent,0,Debtconsolidation,1600,10.25,0,0.05,N,9,30-34
27042,28,120000,Mortgage,12,Homeimprovement,6000,7.74,0,0.05,N,5,25-29
27043,29,120000,Own,3,Education,7500,7.74,0,0.06,N,8,25-29
27044,29,120000,Mortgage,2,Personal,20000,13.92,0,0.17,N,6,25-29
27045,31,120000,Mortgage,0,Venture,20000,11.14,0,0.17,N,9,30-34
27046,30,38400,Rent,6,Debtconsolidation,1600,13.49,0,0.04,N,10,30-34
27047,29,120000,Mortgage,13,Homeimprovement,7000,8.94,0,0.06,N,10,25-29
27048,27,33000,Rent,11,Homeimprovement,1600,16.89,1,0.05,Y,5,25-29
27049,31,40000,Rent,9,Venture,1600,10.99,0,0.04,N,8,30-34
27050,31,40000,Rent,0,Medical,1600,14.79,0,0.04,N,8,30-34
27051,30,120000,Mortgage,14,Venture,7500,15.65,0,0.06,N,5,30-34
27052,35,34000,Rent,1,Venture,1600,14.84,1,0.05,Y,6,35-39
27053,30,42000,Rent,1,Personal,1600,10.37,0,0.04,N,6,30-34
27054,32,36000,Rent,5,Debtconsolidation,1600,14.09,1,0.04,Y,9,30-34
27055,31,25000,Own,4,Homeimprovement,3075,11.83,0,0.12,N,5,30-34
27056,29,42000,Rent,4,Venture,1600,19.16,0,0.04,Y,6,25-29
27057,29,43200,Rent,4,Education,1600,13.49,0,0.04,N,10,25-29
27058,31,120000,Mortgage,9,Venture,9000,8.94,0,0.07,N,6,30-34
27059,27,120000,Mortgage,11,Education,20000,10.99,0,0.17,Y,7,25-29
27060,27,120000,Mortgage,4,Personal,6000,13.79,0,0.05,N,10,25-29
27061,27,120000,Mortgage,2,Medical,16000,12.21,0,0.13,N,8,25-29
27062,27,51000,Rent,9,Venture,1600,10.59,0,0.03,N,6,25-29
27063,29,120000,Mortgage,2,Education,5000,7.68,0,0.04,N,6,25-29
27064,29,120000,Mortgage,3,Medical,6250,12.53,0,0.05,Y,8,25-29
27065,28,91800,Mortgage,1,Medical,15000,15.37,1,0.14,Y,8,25-29
27066,34,51600,Rent,4,Medical,1600,15.21,1,0.03,Y,6,30-34
27067,27,120000,Mortgage,11,Homeimprovement,10000,11.14,0,0.08,N,6,25-29
27068,29,63500,Rent,4,Debtconsolidation,1600,11.83,0,0.03,N,5,25-29
27069,29,67171,Rent,13,Medical,1600,8.9,0,0.02,N,7,25-29
27070,28,120000,Mortgage,12,Venture,20000,9.45,0,0.17,N,10,25-29
27071,29,108000,Mortgage,2,Personal,24500,12.61,1,0.23,N,9,25-29
27072,29,68000,Rent,4,Education,1600,11.48,0,0.02,N,10,25-29
27073,31,91800,Mortgage,0,Medical,2225,7.43,1,0.02,N,5,30-34
27074,34,91800,Mortgage,0,Medical,25000,15.83,1,0.23,Y,9,30-34
27075,32,120000,Mortgage,16,Homeimprovement,6000,12.17,0,0.05,N,8,30-34
27076,28,120000,Mortgage,0,Education,1000,7.12,0,0.01,N,5,25-29
27077,32,91800,Mortgage,8,Medical,24625,14.07,1,0.23,Y,7,30-34
27078,30,120000,Mortgage,15,Medical,8275,9.01,0,0.07,N,8,30-34
27079,27,120000,Mortgage,7,Education,3775,10.99,0,0.03,N,6,25-29
27080,29,120000,Mortgage,8,Venture,5000,7.43,0,0.04,N,6,25-29
27081,32,86000,Rent,4,Education,1600,13.23,0,0.02,Y,9,30-34
27082,29,24996,Own,2,Venture,8000,9.99,0,0.32,N,7,25-29
27083,34,120579,Mortgage,9,Debtconsolidation,9600,10.99,0,0.08,Y,7,30-34
27084,34,120602,Mortgage,4,Medical,20000,14.79,0,0.17,N,8,30-34
27085,33,120999,Mortgage,7,Homeimprovement,15200,13.61,0,0.13,Y,5,30-34
27086,30,10800,Rent,1,Personal,1500,11.48,1,0.14,N,9,30-34
27087,27,121000,Mortgage,3,Homeimprovement,16800,6.91,0,0.14,N,8,25-29
27088,33,12000,Rent,0,Medical,1500,11.83,0,0.13,N,6,30-34
27089,31,121000,Mortgage,15,Debtconsolidation,25000,12.73,0,0.21,Y,9,30-34
27090,33,121000,Mortgage,0,Education,17600,13.57,0,0.15,N,5,30-34
27091,34,12996,Rent,0,Medical,1500,9.25,0,0.12,N,7,30-34
27092,28,121008,Mortgage,0,Personal,5400,5.99,0,0.04,N,6,25-29
27093,28,92801,Mortgage,12,Medical,20000,14.74,1,0.18,Y,8,25-29
27094,32,121500,Mortgage,11,Venture,6000,7.51,0,0.05,N,6,30-34
27095,29,121722,Mortgage,8,Debtconsolidation,7200,10.99,0,0.06,N,7,25-29
27096,29,109900,Mortgage,9,Education,15000,13.47,1,0.14,Y,10,25-29
27097,28,122000,Mortgage,11,Venture,15000,16.77,0,0.12,Y,5,25-29
27098,27,24840,Own,0,Medical,11500,8.49,0,0.46,N,6,25-29
27099,30,122000,Mortgage,11,Homeimprovement,11200,5.42,0,0.09,N,9,30-34
27100,34,14400,Rent,4,Debtconsolidation,1500,12.61,0,0.1,Y,9,30-34
27101,27,122000,Mortgage,1,Debtconsolidation,8000,7.88,0,0.07,N,6,25-29
27102,31,122000,Mortgage,3,Homeimprovement,6000,9.38,0,0.05,N,9,30-34
27103,32,122004,Mortgage,13,Homeimprovement,10000,8.59,0,0.08,N,9,30-34
27104,34,122400,Mortgage,5,Medical,6800,10.65,0,0.06,N,10,30-34
27105,32,122400,Mortgage,16,Medical,10000,7.88,0,0.08,N,6,30-34
27106,27,122880,Mortgage,3,Venture,35000,8.49,0,0.28,N,5,25-29
27107,27,123000,Mortgage,0,Venture,13225,16.11,0,0.11,Y,7,25-29
27108,32,123000,Mortgage,16,Venture,15200,15.95,0,0.12,Y,9,30-34
27109,31,123000,Mortgage,7,Medical,15000,6.91,0,0.12,N,7,30-34
27110,28,111000,Mortgage,12,Debtconsolidation,25000,19.79,1,0.23,N,5,25-29
27111,28,123000,Own,7,Personal,4000,8.59,0,0.03,N,5,25-29
27112,31,123000,Mortgage,15,Venture,19000,13.47,0,0.15,Y,9,30-34
27113,31,94350,Mortgage,5,Medical,15000,15.37,1,0.14,N,8,30-34
27114,30,111000,Mortgage,2,Homeimprovement,12500,19.04,1,0.11,N,8,30-34
27115,34,18000,Rent,0,Medical,1500,11.48,1,0.08,N,6,30-34
27116,28,123504,Mortgage,12,Venture,18000,10.99,0,0.15,N,7,25-29
27117,27,123996,Mortgage,11,Medical,6500,8.0,0,0.05,N,6,25-29
27118,33,124000,Mortgage,6,Debtconsolidation,14000,6.03,0,0.11,N,10,30-34
27119,27,124000,Mortgage,9,Personal,4350,11.49,0,0.04,N,6,25-29
27120,29,124000,Mortgage,11,Homeimprovement,2000,5.42,0,0.02,N,7,25-29
27121,34,124000,Mortgage,3,Homeimprovement,12000,7.51,0,0.1,N,5,30-34
27122,29,124000,Mortgage,13,Medical,8100,7.51,0,0.07,N,7,25-29
27123,27,124000,Mortgage,2,Debtconsolidation,24250,10.99,0,0.2,N,7,25-29
27124,33,124000,Own,10,Personal,23500,14.96,0,0.19,Y,6,30-34
27125,27,19200,Rent,4,Personal,1500,7.14,0,0.08,N,10,25-29
27126,35,124596,Mortgage,1,Education,20000,11.49,0,0.16,N,5,35-39
27127,31,24000,Own,14,Personal,2000,16.29,0,0.08,N,9,30-34
27128,29,24000,Own,3,Personal,7200,7.51,0,0.3,N,6,25-29
27129,27,20004,Rent,0,Venture,1500,12.69,0,0.07,N,9,25-29
27130,28,124800,Mortgage,1,Venture,15000,12.53,0,0.12,Y,5,25-29
27131,31,124992,Mortgage,15,Debtconsolidation,24000,8.49,0,0.19,N,5,30-34
27132,27,125000,Mortgage,7,Education,9000,7.51,0,0.07,N,6,25-29
27133,29,125000,Mortgage,6,Venture,3400,9.91,0,0.03,N,7,25-29
27134,32,125000,Mortgage,4,Education,9000,6.62,0,0.07,N,10,30-34
27135,30,125000,Mortgage,14,Venture,7000,10.99,0,0.06,N,7,30-34
27136,28,125000,Mortgage,12,Personal,30000,7.51,0,0.24,N,5,25-29
27137,30,21600,Rent,1,Personal,1500,11.71,1,0.07,N,9,30-34
27138,31,125000,Own,5,Medical,30000,7.51,0,0.24,N,9,30-34
27139,30,21600,Rent,2,Debtconsolidation,1500,14.72,0,0.07,Y,8,30-34
27140,32,125000,Mortgage,3,Venture,21000,11.71,0,0.17,N,10,30-34
27141,28,22968,Rent,4,Medical,1500,6.03,0,0.07,N,7,25-29
27142,29,125000,Mortgage,4,Medical,24000,13.49,0,0.19,N,7,25-29
27143,31,24000,Rent,0,Homeimprovement,1500,11.86,1,0.06,N,10,30-34
27144,34,125000,Mortgage,0,Medical,9175,10.99,0,0.07,N,5,30-34
27145,33,125000,Mortgage,17,Medical,8800,10.59,0,0.07,N,7,30-34
27146,27,125000,Mortgage,11,Medical,30000,10.99,0,0.24,N,10,25-29
27147,28,24840,Rent,2,Education,1500,8.0,1,0.06,N,5,25-29
27148,31,125000,Mortgage,5,Medical,18000,11.99,0,0.14,N,7,30-34
27149,28,125000,Mortgage,0,Venture,7500,7.49,0,0.06,N,7,25-29
27150,33,125000,Mortgage,8,Homeimprovement,10975,6.99,0,0.09,N,9,30-34
27151,29,26000,Rent,2,Venture,1500,12.99,0,0.06,Y,6,25-29
27152,30,113000,Mortgage,4,Debtconsolidation,30000,15.62,1,0.27,Y,8,30-34
27153,30,53000,Rent,7,Personal,15000,10.62,0,0.28,N,8,30-34
27154,31,48000,Rent,12,Debtconsolidation,15000,15.21,1,0.31,Y,5,30-34
27155,30,125000,Mortgage,14,Homeimprovement,25000,13.8,0,0.2,N,6,30-34
27156,29,125000,Mortgage,0,Homeimprovement,10000,5.79,0,0.08,N,10,25-29
27157,29,125000,Mortgage,13,Education,14400,5.79,0,0.12,N,10,25-29
27158,28,54996,Rent,8,Personal,15000,14.09,0,0.27,Y,9,25-29
27159,27,125000,Mortgage,1,Homeimprovement,24000,6.91,0,0.19,N,8,25-29
27160,32,54996,Rent,4,Venture,15000,6.54,0,0.27,N,5,30-34
27161,29,125000,Mortgage,5,Personal,12000,5.79,0,0.1,N,7,25-29
27162,31,125000,Mortgage,2,Personal,25000,10.75,0,0.2,N,7,30-34
27163,29,125000,Mortgage,0,Homeimprovement,10000,14.35,0,0.08,Y,9,25-29
27164,32,125000,Mortgage,2,Personal,20000,11.12,0,0.16,N,9,30-34
27165,35,125000,Mortgage,8,Venture,17000,7.88,0,0.14,N,6,35-39
27166,28,125000,Own,4,Personal,10000,7.51,0,0.08,N,8,25-29
27167,27,55000,Rent,4,Venture,15000,12.42,0,0.27,N,10,25-29
27168,28,113000,Mortgage,1,Personal,13200,18.67,1,0.12,N,10,25-29
27169,33,125000,Mortgage,2,Medical,20000,7.88,0,0.16,N,5,30-34
27170,28,55000,Rent,3,Homeimprovement,15000,17.06,0,0.27,Y,5,25-29
27171,27,125000,Mortgage,2,Education,8000,6.76,0,0.06,N,10,25-29
27172,29,125000,Mortgage,2,Medical,3500,13.98,0,0.03,N,8,25-29
27173,28,24000,Own,4,Venture,3000,6.91,0,0.13,N,5,25-29
27174,29,125000,Mortgage,12,Personal,25000,10.62,0,0.2,N,8,25-29
27175,27,24000,Own,0,Venture,8500,5.42,0,0.35,N,6,25-29
27176,30,24000,Own,4,Personal,6000,5.79,0,0.25,N,9,30-34
27177,29,24000,Own,11,Venture,10000,5.79,0,0.42,N,7,25-29
27178,28,125000,Mortgage,13,Venture,15000,10.25,0,0.12,N,7,25-29
27179,29,96050,Mortgage,7,Medical,15200,13.85,1,0.13,Y,5,25-29
27180,30,125000,Mortgage,5,Medical,8000,7.74,0,0.06,N,10,30-34
27181,31,125000,Mortgage,4,Venture,12500,11.48,0,0.1,N,10,30-34
27182,27,125000,Own,7,Personal,13200,11.14,0,0.11,N,8,25-29
27183,28,50000,Rent,4,Debtconsolidation,15000,14.91,1,0.3,N,7,25-29
27184,31,24000,Own,4,Medical,2500,10.99,0,0.1,Y,7,30-34
27185,28,125000,Mortgage,8,Education,8000,11.14,0,0.06,N,10,25-29
27186,29,125000,Mortgage,6,Homeimprovement,6400,12.87,0,0.05,Y,9,25-29
27187,34,125000,Mortgage,4,Medical,12000,8.94,0,0.1,N,9,30-34
27188,27,125000,Mortgage,7,Homeimprovement,20000,10.99,0,0.16,Y,5,25-29
27189,28,56496,Rent,0,Debtconsolidation,15000,12.61,0,0.27,N,10,25-29
27190,29,113000,Mortgage,5,Personal,25000,18.84,1,0.22,Y,7,25-29
27191,29,57000,Rent,4,Personal,15000,9.91,0,0.26,N,6,25-29
27192,29,125000,Mortgage,2,Homeimprovement,8500,13.47,0,0.07,Y,5,25-29
27193,29,113000,Mortgage,5,Homeimprovement,25000,13.16,1,0.22,N,9,25-29
27194,27,125000,Mortgage,11,Personal,15975,12.72,0,0.13,Y,8,25-29
27195,33,125000,Own,17,Personal,3000,7.75,0,0.02,N,8,30-34
27196,30,125000,Mortgage,14,Homeimprovement,5750,7.43,0,0.05,N,5,30-34
27197,30,96053,Mortgage,15,Medical,30000,15.62,1,0.27,N,5,30-34
27198,33,51500,Rent,2,Medical,15000,14.42,1,0.29,N,10,30-34
27199,27,57720,Rent,12,Debtconsolidation,15000,10.99,0,0.26,N,6,25-29
27200,30,58000,Rent,2,Medical,15000,8.49,0,0.26,N,10,30-34
27201,28,125004,Mortgage,9,Personal,12000,7.14,0,0.1,N,5,25-29
27202,28,125600,Mortgage,0,Personal,13800,7.88,0,0.11,N,6,25-29
27203,28,126000,Mortgage,2,Homeimprovement,12000,11.71,0,0.1,N,7,25-29
27204,28,126000,Mortgage,12,Venture,2000,9.99,0,0.02,N,10,25-29
27205,34,126000,Mortgage,2,Venture,9600,11.49,0,0.08,N,5,30-34
27206,29,126000,Mortgage,5,Venture,7000,16.02,0,0.06,N,5,25-29
27207,30,126000,Mortgage,6,Venture,8000,10.74,0,0.06,N,8,30-34
27208,33,126000,Mortgage,17,Homeimprovement,9500,5.42,0,0.08,N,7,30-34
27209,29,126000,Mortgage,2,Education,6450,10.37,0,0.05,N,7,25-29
27210,29,126000,Mortgage,0,Homeimprovement,11000,6.91,0,0.09,N,7,25-29
27211,30,114000,Mortgage,14,Homeimprovement,15000,6.54,1,0.13,N,6,30-34
27212,29,58000,Rent,4,Medical,15000,13.16,0,0.26,Y,5,25-29
27213,27,126000,Mortgage,11,Personal,5500,7.51,0,0.04,N,9,25-29
27214,33,24000,Own,2,Homeimprovement,1875,10.99,0,0.08,N,9,30-34
27215,29,126000,Mortgage,11,Homeimprovement,15000,7.88,0,0.12,N,8,25-29
27216,32,24000,Own,5,Education,2850,11.83,0,0.12,N,7,30-34
27217,27,59200,Rent,4,Debtconsolidation,15000,10.75,0,0.25,N,7,25-29
27218,31,59534,Rent,5,Personal,15000,15.21,0,0.25,Y,10,30-34
27219,31,24000,Own,0,Education,6200,11.14,0,0.26,N,8,30-34
27220,30,126132,Mortgage,1,Venture,14400,14.54,0,0.11,Y,7,30-34
27221,30,54000,Rent,9,Homeimprovement,15000,14.27,1,0.28,Y,8,30-34
27222,35,126400,Mortgage,0,Debtconsolidation,13000,10.38,0,0.1,N,8,35-39
27223,29,114500,Mortgage,13,Debtconsolidation,30000,19.29,1,0.26,N,6,25-29
